customerID,MonthlyCharges,Contract,Churn,PredictedRisk
2070-FNEXE,76.45,Month-to-month,1,0.6422950331302769
5947-SGKCL,105.35,Month-to-month,0,0.7923578702745901
3712-PKXZA,20.55,One year,0,0.032040843991242844
6317-YPKDH,29.95,Month-to-month,1,0.6588183398698142
6582-OIVSP,45.3,Month-to-month,0,0.5853192211248291
9367-WXLCH,84.5,Month-to-month,1,0.8021820576125084
5524-KHNJP,74.75,One year,0,0.1677157540343117
1918-ZBFQJ,79.25,Month-to-month,1,0.7823411835612417
1024-GUALD,24.8,Month-to-month,1,0.8290696134860474
4827-USJHP,51.8,Month-to-month,0,0.45951551902888654
8167-GJLRN,30.4,Month-to-month,0,0.6913385655806591
0956-SYCWG,19.65,One year,0,0.20439678968902739
8017-UVSZU,56.6,Month-to-month,0,0.274659488826938
7100-FQPRV,71.9,One year,0,0.12805018224184642
2472-OVKUP,91.0,Month-to-month,1,0.850476578108442
2984-RGEYA,19.75,Two year,0,0.006385932104612061
9680-NIAUV,109.7,Two year,0,0.10592150467995813
2146-EGVDT,19.3,Two year,0,0.010133769472875413
2604-IJPDU,96.55,Month-to-month,0,0.6386833109587072
9178-JHUVJ,24.1,Two year,0,0.07515340889669507
6168-YBYNP,111.35,Month-to-month,0,0.644569752993536
7255-SSFBC,112.25,Two year,0,0.1455751717581277
3645-DEYGF,20.75,Month-to-month,0,0.33406993522542117
9323-HGFWY,101.9,One year,0,0.4194704318362253
8544-GOQSH,80.05,Month-to-month,0,0.6237617356238395
3363-DTIVD,105.55,Two year,0,0.1600841138708871
7018-WBJNK,78.3,Month-to-month,0,0.7530582935659234
9142-KZXOP,68.85,Month-to-month,0,0.4362318754686067
7674-YTAFD,79.95,One year,0,0.3154618506304473
6348-SNFUS,55.45,Two year,0,0.02511733811811652
1285-OKIPP,79.9,Month-to-month,1,0.8531666372545196
7825-ECJRF,106.6,Month-to-month,1,0.7236852136953401
1347-KTTTA,102.45,One year,0,0.29536277990014775
7841-TZDMQ,46.0,Month-to-month,1,0.6467658917909763
4195-NZGTA,25.25,Month-to-month,0,0.7711418654688627
7157-SMCFK,19.75,Two year,0,0.00934633854167672
4709-LKHYG,20.0,One year,0,0.09468588104861007
2504-DSHIH,86.8,Month-to-month,0,0.8171219062230317
0699-NDKJM,58.75,Month-to-month,0,0.29734086512854085
9286-BHDQG,45.25,Two year,0,0.01155031912417716
0230-WEQUW,56.6,Two year,0,0.036160310073895204
2040-LDIWQ,84.2,Two year,0,0.06209161824998322
6496-JDSSB,80.0,Month-to-month,0,0.8057870421355694
9408-SSNVZ,70.15,Month-to-month,1,0.8473372035288377
4443-EMBNA,24.75,Two year,0,0.01015458517143756
6469-MRVET,20.2,One year,0,0.33051949492427674
0742-MOABM,50.05,Month-to-month,1,0.48337596756906703
5961-VUSRV,19.35,One year,0,0.20170499305816036
6778-JFCMK,50.6,One year,0,0.4325575930664427
6341-JVQGF,81.15,One year,0,0.17937348338167614
2232-DMLXU,55.2,Month-to-month,1,0.6421157402577398
4811-JBUVU,89.9,Month-to-month,0,0.685090139927808
0945-TSONX,85.3,Two year,0,0.07111628636305595
2651-ZCBXV,108.0,Two year,0,0.185238475428681
3316-UWXUY,93.5,Month-to-month,0,0.3723518791383926
8937-RDTHP,84.6,Month-to-month,1,0.7907421551749912
7083-MIOPC,20.25,Two year,0,0.007046459399125202
1984-GPTEH,25.15,Month-to-month,0,0.25906231664465845
1251-KRREG,54.4,Month-to-month,1,0.6837583989052757
0621-JFHOL,29.6,Two year,0,0.27963019969147773
9903-LYSAB,73.15,Month-to-month,0,0.8335721269882224
0094-OIFMO,95.0,Month-to-month,1,0.8827466322724435
9227-UAQFT,19.75,Two year,0,0.07416857383502902
7301-ABVAD,86.6,Two year,0,0.045785751425613155
6614-FHDBO,109.2,Two year,0,0.1347608589766217
7576-ASEJU,74.7,One year,0,0.13906336020135077
9058-HRZSV,94.4,Month-to-month,0,0.3921140349841627
4522-AKYLR,54.8,Month-to-month,0,0.6377796177843111
0221-WMXNQ,75.35,Month-to-month,0,0.7564796943051645
0303-UNCIP,65.0,One year,0,0.2221162745334146
9947-OTFQU,74.4,Month-to-month,1,0.8035381017813665
0322-YINQP,48.55,Month-to-month,1,0.5810170674910232
0959-WHOKV,99.0,One year,0,0.4894161803260233
4075-JFPGR,93.5,One year,0,0.3415482380635397
4629-NRXKX,70.4,Month-to-month,1,0.7735910280061702
9514-JDSKI,40.2,Month-to-month,1,0.8137576698245513
3282-ZISZV,83.7,One year,0,0.20203640740619289
3675-YDUPJ,19.85,Month-to-month,0,0.38106980185337525
4111-BNXIF,59.55,Two year,0,0.0823934937405754
7017-VFHAY,115.1,Two year,0,0.09782763535622428
6655-LHBYW,114.35,One year,0,0.27130322668894036
4959-JOSRX,44.6,Month-to-month,1,0.6506500745446335
5046-NUHWD,45.0,Month-to-month,0,0.6106115091312455
7273-TEFQD,41.15,Month-to-month,1,0.8628994409466405
3606-TWKGI,106.9,Month-to-month,1,0.8958827610963186
7529-ZDFXI,89.85,Month-to-month,0,0.6790882782064858
7605-BDWDC,49.85,Two year,0,0.11215592486991076
1950-KSVVJ,113.3,One year,0,0.2994101254828766
0123-CRBRT,88.1,Two year,0,0.03899160029790632
6292-TOSSS,24.9,Two year,0,0.023426077145959703
3197-ARFOY,105.0,Month-to-month,0,0.6686675193854553
6323-AYBRX,19.35,Two year,1,0.012905864412281087
7014-ZZXAW,24.25,Two year,0,0.013980983370806504
4385-GZQXV,94.45,Month-to-month,1,0.8440400506378469
7633-MVPUY,59.75,Two year,0,0.03960382676156949
6366-ZGQGL,24.8,Month-to-month,1,0.7019897114611529
4716-HHKQH,107.05,Month-to-month,0,0.7969469765521444
5940-AHUHD,70.6,Month-to-month,1,0.7594930379042835
6432-TWQLB,85.4,Month-to-month,1,0.8106420555325337
4484-GLZOU,105.05,Month-to-month,1,0.7513389101933804
3179-GBRWV,64.95,Month-to-month,0,0.4590026996069809
8645-KWHJO,55.0,Month-to-month,0,0.7680478479271423
4130-MZLCC,50.55,Month-to-month,0,0.49472124976302273
0314-TKOSI,55.15,Month-to-month,0,0.39752379177176467
8229-MYEJZ,51.2,Month-to-month,0,0.5462364098809348
2080-SRCDE,25.4,Month-to-month,0,0.38262970387270556
9577-WJVCQ,54.45,Month-to-month,0,0.10212879446951653
9512-UIBFX,95.15,Month-to-month,1,0.7167777315325514
6202-DYYFX,76.0,One year,0,0.5689948040574455
3808-HFKDE,44.35,Month-to-month,0,0.5873594599644575
5583-SXDAG,70.0,Month-to-month,1,0.8219966082535032
3488-PGMQJ,74.5,Month-to-month,1,0.8366365033028628
3580-REOAC,44.85,Month-to-month,1,0.5825068027988046
7534-BFESC,76.1,Month-to-month,1,0.8153409471746034
3727-OWVYD,61.2,One year,0,0.10183648350117432
2294-SALNE,86.8,One year,0,0.2652152083242154
4847-TAJYI,89.35,Month-to-month,0,0.9100771398640433
1563-IWQEX,19.7,Month-to-month,0,0.2816225454658874
8203-XJZRC,20.25,Month-to-month,0,0.3896255839628311
6556-DBKZF,76.05,Two year,0,0.08475859175954281
6851-WEFYX,100.8,Month-to-month,0,0.8546007674796677
2985-JUUBZ,74.55,Month-to-month,0,0.5802200702801654
6390-DSAZX,73.6,Month-to-month,1,0.6992440168252748
0895-LMRSF,64.9,One year,0,0.42189195302441046
8098-LLAZX,95.45,Month-to-month,1,0.9296670312722944
8266-VBFQL,90.4,Month-to-month,0,0.8317005412275853
8181-YHCMF,60.3,Two year,0,0.038791958458644984
2240-HSJQD,81.85,Month-to-month,0,0.5552348267056733
1248-DYXUB,24.8,Two year,0,0.018472403879381392
0265-EDXBD,74.9,Month-to-month,1,0.7829039950881465
4115-BNPJY,75.55,Two year,0,0.10805202228553697
3167-SNQPL,101.15,Month-to-month,0,0.7322722390088732
4091-TVOCN,78.75,One year,0,0.18737965852297805
1098-TDVUQ,19.25,Month-to-month,0,0.4563609093439889
7277-OZCGZ,89.05,Month-to-month,0,0.6687902696778186
1557-EMYVT,115.05,Two year,0,0.16604552585464574
2799-ARNLO,69.35,Month-to-month,0,0.8666288598371475
7563-BIUPC,80.6,Month-to-month,1,0.8740423371868309
5027-YOCXN,110.05,One year,0,0.22539889418936845
3973-SKMLN,19.9,Two year,0,0.010251264990164094
2321-OMBXY,80.3,One year,1,0.09757306820845014
2840-XANRC,93.15,Month-to-month,1,0.8647268726084191
6745-JEFZB,91.5,Month-to-month,0,0.6474567047552341
5020-ZSTTY,82.45,One year,1,0.11573530548486434
9880-TDQAC,60.0,Two year,0,0.06794682995207314
8705-WZCYL,44.8,Month-to-month,0,0.7449351744081277
7102-JJVTX,48.6,One year,0,0.21808672630680478
8626-PTQGE,60.05,Two year,0,0.045970179832385244
4983-CLMLV,102.7,Month-to-month,0,0.586129759995965
5701-YVSVF,82.9,Month-to-month,0,0.8318289249013258
5804-LEPIM,70.35,Month-to-month,1,0.8729581463193549
5697-GOMBF,35.9,Month-to-month,0,0.6548706618572427
2739-CACDQ,82.65,Month-to-month,0,0.7758162753189536
9385-EHGDO,19.85,Two year,0,0.03843544904985496
9498-FIMXL,19.2,One year,0,0.24103112420598546
2379-GYFLQ,94.9,One year,0,0.4439484139774478
0122-OAHPZ,73.85,Month-to-month,1,0.8686732579240618
2868-SNELZ,80.6,Month-to-month,1,0.7816505495523125
4322-RCYMT,75.8,One year,1,0.08340654579615257
6680-NENYN,104.6,Two year,1,0.4719491389648042
2088-IEBAU,88.15,Two year,0,0.0754532772049342
7982-VCELR,94.8,Month-to-month,0,0.6939464538539376
1343-EHPYB,103.4,Month-to-month,1,0.7044324502254237
6035-BXTTY,54.65,Month-to-month,0,0.24483360371637533
6885-PKOAM,85.75,Two year,0,0.0357700630340588
7520-HQWJU,67.45,Month-to-month,0,0.10727691508057026
9639-BUJXT,20.5,One year,0,0.022218347874638472
5924-SNGKP,20.25,One year,0,0.0553981597601076
0021-IKXGC,72.1,Month-to-month,0,0.9061537793813358
2034-GDRCN,90.4,Month-to-month,1,0.9038812489357473
8966-SNIZF,19.45,Two year,0,0.007600620075223601
6243-OZGFH,44.95,Month-to-month,0,0.7687354001611697
4654-DLAMQ,97.0,One year,0,0.17973236146711233
0513-RBGPE,62.8,Two year,0,0.06049824826284775
5160-UXJED,44.6,One year,0,0.23562326216701185
4115-NZRKS,89.15,Month-to-month,0,0.9067119970139887
0219-YTZUE,84.8,Month-to-month,1,0.7659811268089349
0623-IIHUG,41.9,Month-to-month,1,0.6682244363305484
4572-DVCGN,80.25,Month-to-month,1,0.8017748622312051
3351-NGXYI,54.1,Month-to-month,0,0.6218344600094772
8984-EYLLL,105.25,Two year,0,0.2832337850579736
9057-MSWCO,30.75,Month-to-month,1,0.38625726560264056
9833-TGFHX,97.1,One year,0,0.4563393814706802
9294-TDIPC,20.2,Month-to-month,0,0.2995170876025997
5229-DTFYB,98.8,Two year,0,0.2477992359694011
0104-PPXDV,50.3,One year,0,0.07662085242676883
5176-LMJXE,20.55,Two year,0,0.028283103892191148
3583-KRKMD,75.9,Month-to-month,0,0.6349566672270435
1010-DIAUQ,96.5,Month-to-month,1,0.8009844390218004
9069-LGEUL,59.95,Month-to-month,0,0.4424784019692766
7302-ZHMHP,19.15,Month-to-month,0,0.3878111766384651
9571-EDEBV,98.65,One year,0,0.40104658636173623
3520-FJGCV,112.6,Two year,0,0.11155614609083915
6563-VRERX,20.6,One year,0,0.060581999439003394
0259-GBZSH,85.65,Month-to-month,1,0.9056086004661404
6122-EFVKN,35.75,Two year,0,0.07805886394794861
2805-EDJPQ,99.75,One year,0,0.2666134974679894
6862-CQUMB,96.1,Month-to-month,0,0.6882767819819056
7156-MXBJE,85.1,One year,0,0.18192920148908712
6158-HDPXZ,25.35,Month-to-month,0,0.7102353248668909
9601-BRXPO,104.95,Month-to-month,1,0.7561777648886683
2863-IMQDR,89.65,Two year,0,0.0615001564462767
5686-CMAWK,86.75,One year,0,0.5270643466198373
5651-CRHKQ,86.2,One year,0,0.25586463394884745
6905-NIQIN,50.65,Month-to-month,1,0.5512422238374172
8204-YJCLA,64.8,Two year,0,0.040760911565721994
5167-ZFFMM,90.85,Month-to-month,1,0.851297727632109
6583-SZVGP,108.1,Two year,0,0.3259231518285057
4895-TMWIR,19.95,Month-to-month,1,0.33313440888093754
0533-BNWKF,85.45,Month-to-month,1,0.6209428957773081
1708-PBBOA,54.75,One year,0,0.20812493487832645
8782-LKFPK,90.4,Month-to-month,0,0.6807416989494529
5522-JBWMO,44.0,Month-to-month,0,0.6280934428926274
3597-MVHJT,95.6,Month-to-month,0,0.80486387195185
9774-NRNAU,84.8,Month-to-month,0,0.5584154699509394
0224-RLWWD,44.3,Month-to-month,0,0.7624265112553509
9967-ATRFS,19.9,Month-to-month,0,0.2253986121690213
3951-NJCVI,95.05,Month-to-month,0,0.8299783538636895
2977-CEBSX,90.05,Two year,0,0.05237038405631898
0177-PXBAT,109.9,Month-to-month,0,0.6803246620673585
6599-CEBNN,73.95,Month-to-month,1,0.563023530063352
2519-ERQOJ,54.6,Month-to-month,0,0.6665868960665637
5876-QMYLD,20.05,One year,0,0.08666038723222187
2277-AXSDC,19.75,One year,0,0.07159840591192636
9442-JTWDL,20.05,One year,0,0.15725442235204978
0979-PHULV,99.45,Month-to-month,1,0.5457762700343596
3067-SVMTC,55.9,One year,0,0.028521355852619567
5495-GPSRW,19.7,Two year,0,0.0874890805983507
7606-BPHHN,19.8,Two year,0,0.010045461651953495
4742-DRORA,95.4,One year,0,0.2559147161282066
0111-KLBQG,93.95,Month-to-month,0,0.7117164696713082
4800-VHZKI,19.9,Month-to-month,1,0.46568115198930987
7989-CHGTL,19.6,Month-to-month,1,0.4753486357424
0334-GDDSO,81.35,Month-to-month,1,0.8787615668966077
4163-NCJAK,24.45,One year,0,0.07424945762962672
5233-AOZUF,74.95,Month-to-month,0,0.7692549340567546
5973-EJGDP,87.35,Month-to-month,0,0.542438380040698
1996-DBMUS,70.65,Month-to-month,0,0.5288465121241869
7916-VCCPB,73.25,Month-to-month,0,0.5699880155828995
4686-GEFRM,98.7,Two year,0,0.13825843032317045
5249-QYHEX,24.8,Two year,0,0.04085349084589995
0578-SKVMF,83.3,Month-to-month,1,0.6860600052525855
5564-NEMQO,75.3,Month-to-month,1,0.8194887820493946
2233-FAGXV,24.3,Month-to-month,0,0.4347598705366918
5605-IYGFG,69.85,Month-to-month,0,0.7743120781283216
7663-ZTEGJ,100.55,One year,0,0.33673325128947273
3935-TBRZZ,25.7,One year,0,0.05064637433248281
8111-BKVDS,40.7,Month-to-month,0,0.45942312137514585
2055-SIFSS,51.65,Month-to-month,0,0.2221611455800974
2806-MLNTI,105.1,One year,0,0.5266496503351297
8734-DKSTZ,85.95,Month-to-month,0,0.8133835062743131
4360-PNRQB,75.6,Month-to-month,0,0.7605903715137685
6152-ONASV,58.25,One year,0,0.03888155568033028
9063-ZGTUY,19.4,Month-to-month,1,0.053439955517174335
7781-HVGMK,65.2,Two year,0,0.03413463922315398
2181-UAESM,53.45,Month-to-month,0,0.5649956844889829
2957-LOLHO,45.4,Month-to-month,1,0.5614873329162573
6048-NJXHX,19.75,Two year,0,0.054586560407128004
2320-SLKMB,44.45,Month-to-month,0,0.515378769232001
4980-URKXC,20.85,One year,0,0.0628697485636839
4376-KFVRS,114.05,Two year,0,0.11540107531125654
5886-VLQVU,89.85,Month-to-month,0,0.6588150986508855
3577-AMVUX,55.05,Month-to-month,0,0.49487701749878715
0771-WLCLA,112.95,Month-to-month,0,0.7472600751412728
5628-RKIFK,101.55,Month-to-month,0,0.5693986518566608
0206-TBWLC,114.65,One year,0,0.3207135779517747
2937-FTHUR,64.8,Month-to-month,0,0.4931970773436118
1910-FMXJM,80.4,Month-to-month,0,0.6697163745057572
7752-XUSCI,105.9,Month-to-month,1,0.7021856170778105
4110-PFEUZ,69.55,Month-to-month,1,0.7578912714510447
0732-OCQOC,25.05,Two year,0,0.023699902894702946
5168-MSWXT,94.75,Month-to-month,0,0.8667837522002848
1090-ESELR,105.5,Two year,0,0.05913226662881766
8592-PLTMQ,24.7,One year,0,0.028062347712726362
5760-WRAHC,69.75,Month-to-month,0,0.40064210181825904
8847-GEOOQ,60.2,Month-to-month,0,0.2890339989619839
0256-LTHVJ,81.05,Month-to-month,1,0.7352205417184406
4785-FCIFB,24.4,Two year,0,0.015616633403101429
8313-NDOIA,104.15,Month-to-month,0,0.8525606948744736
5149-CUZUJ,92.9,One year,0,0.30444545010686347
0942-KOWSM,80.8,Two year,0,0.0873951017196452
4237-CLSMM,20.0,Month-to-month,0,0.38524248100415137
1452-VOQCH,75.1,Month-to-month,0,0.889010521412292
4719-UMSIY,19.65,Month-to-month,0,0.2931819819478596
6614-VBEGU,69.45,Month-to-month,0,0.5555549429044453
0880-TKATG,101.15,Month-to-month,1,0.8639014874467462
3811-VBYBZ,99.8,Month-to-month,1,0.9029418393115692
1480-BKXGA,116.05,Two year,0,0.15303524563577434
2996-XAUVF,40.05,Two year,0,0.0502269329674401
9076-AXYIK,102.1,Two year,0,0.2719967395932969
5968-XQIVE,89.7,One year,0,0.32384619773197565
8896-RAZCR,19.9,Two year,0,0.01861609686885578
4640-UHDOS,55.95,Month-to-month,1,0.5739893169771038
4933-IKULF,20.65,One year,0,0.1486994558145486
3583-EKAPL,55.0,Month-to-month,1,0.7880736476129949
